dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,5.639810,6.685620,10.017306,3.717263,0.184974,-0.224050,0.526538
0.020000,5.704475,6.722450,10.091723,3.720869,0.180315,-0.232926,0.508864
0.020000,5.769847,6.758155,10.166210,3.724355,0.174291,-0.301200,0.490911
0.020000,5.835914,6.792703,10.240765,3.727737,0.169097,-0.259705,0.472689
0.020000,5.902661,6.826061,10.315384,3.730946,0.160469,-0.431395,0.454209
0.020000,5.970072,6.858199,10.390064,3.733995,0.152440,-0.401476,0.435484
0.020000,6.038129,6.889084,10.464801,3.736863,0.143392,-0.452369,0.416531
0.020000,6.106811,6.918688,10.539592,3.739531,0.133377,-0.500769,0.397363
0.020000,6.176096,6.946982,10.614431,3.741980,0.122452,-0.546248,0.378000
0.020000,6.245960,6.973938,10.689315,3.744193,0.110684,-0.588389,0.358460
0.020000,6.316375,6.999532,10.764237,3.746080,0.094310,-0.818729,0.338763
0.020000,6.387108,7.023672,10.838976,3.736975,-0.455216,-27.476284,0.318987
0.020000,6.457722,7.046224,10.913103,3.706355,-1.530991,-53.788750,0.299269
0.020000,6.527969,7.067147,10.986400,3.664848,-2.075383,-27.219610,0.279690
0.020000,6.597804,7.086474,11.058861,3.623031,-2.090843,-0.772976,0.260274
0.020000,6.667185,7.104238,11.130479,3.580924,-2.105359,-0.725823,0.241046
0.020000,6.736067,7.120478,11.201250,3.538532,-2.119593,-0.711678,0.222027
0.020000,6.804410,7.135233,11.271168,3.495881,-2.132540,-0.647346,0.203238
0.020000,6.872174,7.148545,11.340227,3.452985,-2.144782,-0.612120,0.184700
0.020000,6.939323,7.160456,11.408425,3.409866,-2.155951,-0.558463,0.166429
0.020000,7.005822,7.171012,11.475755,3.366545,-2.166088,-0.506848,0.148443
0.020000,7.071636,7.180260,11.542216,3.323037,-2.175394,-0.465308,0.130755
0.020000,7.136735,7.188245,11.607804,3.279370,-2.183349,-0.397724,0.113379
0.020000,7.201091,7.195018,11.672515,3.235556,-2.190679,-0.366528,0.096326
0.020000,7.264677,7.200625,11.736347,3.191626,-2.196534,-0.292716,0.079607
0.020000,7.327468,7.205116,11.799299,3.147592,-2.201667,-0.256654,0.063228
0.020000,7.389443,7.208541,11.861369,3.103479,-2.205641,-0.198706,0.047197
0.020000,7.450582,7.210948,11.922554,3.059284,-2.209772,-0.206552,0.031519
0.020000,7.510866,7.212386,11.982856,3.015062,-2.211101,-0.066435,0.016198
0.020000,7.570280,7.212903,12.042272,2.970799,-2.213157,-0.102828,0.001237
0.020000,7.628809,7.212547,12.100802,2.926513,-2.214274,-0.055814,6.269821
