dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,5.705237,6.433778,9.975000,3.500000,0.000000,0.000000,0.543922
0.020000,5.765446,6.469482,10.045000,3.500000,0.000000,0.000000,0.526538
0.020000,5.826271,6.504125,10.115000,3.500000,0.000000,0.000000,0.508864
0.020000,5.887704,6.537679,10.185000,3.500000,0.000000,0.000000,0.490911
0.020000,5.949734,6.570116,10.255000,3.500000,0.000000,0.000000,0.472689
0.020000,6.012349,6.601409,10.325000,3.500000,0.000000,0.000000,0.454209
0.020000,6.075534,6.631532,10.395000,3.500000,0.000000,0.000000,0.435484
0.020000,6.139276,6.660460,10.465000,3.500000,0.000000,0.000000,0.416531
0.020000,6.203558,6.688167,10.535000,3.500000,0.000000,0.000000,0.397363
0.020000,6.268362,6.714631,10.605000,3.500000,0.000000,0.000000,0.378000
0.020000,6.333668,6.739829,10.675000,3.500000,0.000000,0.000000,0.358460
0.020000,6.399455,6.763740,10.744999,3.499857,-0.007171,-0.358560,0.338763
0.020000,6.465510,6.786283,10.814795,3.479827,-1.001489,-49.715909,0.318987
0.020000,6.531427,6.807336,10.883994,3.440054,-1.988636,-49.357349,0.299269
0.020000,6.596983,6.826862,10.952398,3.400281,-1.988636,0.000000,0.279690
0.020000,6.662141,6.844894,11.020005,3.360509,-1.988636,-0.000000,0.260274
0.020000,6.726864,6.861466,11.086818,3.320736,-1.988636,0.000000,0.241046
0.020000,6.791119,6.876615,11.152835,3.280963,-1.988636,-0.000000,0.222027
0.020000,6.854870,6.890379,11.218056,3.241190,-1.988636,0.000000,0.203238
0.020000,6.918087,6.902797,11.282483,3.201418,-1.988636,-0.000000,0.184700
0.020000,6.980739,6.913910,11.346113,3.161645,-1.988636,0.000000,0.166429
0.020000,7.042796,6.923762,11.408948,3.121872,-1.988636,0.000000,0.148443
0.020000,7.104232,6.932394,11.470988,3.082100,-1.988636,-0.000000,0.130755
0.020000,7.165019,6.939850,11.532232,3.042327,-1.988636,0.000000,0.113379
0.020000,7.225136,6.946176,11.592681,3.002554,-1.988636,-0.000000,0.096326
0.020000,7.284558,6.951417,11.652334,2.962781,-1.988636,0.000000,0.079607
0.020000,7.343265,6.955616,11.711192,2.923009,-1.988636,-0.000000,0.063228
0.020000,7.401238,6.958819,11.769255,2.883236,-1.988636,0.000000,0.047197
0.020000,7.458460,6.961072,11.826522,2.843463,-1.988636,-0.000000,0.031519
0.020000,7.514915,6.962419,11.882993,2.803690,-1.988636,0.000000,0.016198
0.020000,7.570589,6.962903,11.938669,2.763918,-1.988636,-0.000000,0.001237
0.020000,7.625468,6.962570,11.993550,2.724145,-1.988636,0.000000,6.269821
0.020000,7.679541,6.961461,12.047635,2.684372,-1.988636,0.000000,6.255581
0.020000,7.732799,6.959620,12.100925,2.644600,-1.988636,-0.000000,6.241702
0.020000,7.785231,6.957088,12.153419,2.604827,-1.988636,0.000000,6.228181
0.020000,7.836832,6.953905,12.205118,2.565054,-1.988636,-0.000000,6.215017
0.020000,7.887593,6.950112,12.256021,2.525281,-1.988636,0.000000,6.202207
0.020000,7.937510,6.945747,12.306129,2.485509,-1.988636,-0.000000,6.189745
0.020000,7.986578,6.940848,12.355442,2.445736,-1.988636,0.000000,6.177629
0.020000,8.034794,6.935452,12.403959,2.405963,-1.988636,-0.000000,6.165854
0.020000,8.082154,6.929594,12.451680,2.366190,-1.988636,0.000000,6.154414
0.020000,8.128657,6.923309,12.498606,2.326418,-1.988636,-0.000000,6.143303
0.020000,8.174302,6.916631,12.544737,2.286645,-1.988636,0.000000,6.132517
0.020000,8.219087,6.909591,12.590072,2.246872,-1.988636,0.000000,6.122048
